Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Return_1,Return_2,open-close,high-open,williams_r,dif,dea,macd,CCI,volume_change,williams_1,low-open,CCI_HHV,chazhi,Return_3,Return_4,Return_5,high+dif,macd_condition,shifted_condition1,shifted_condition2,deaRewrite,difRewrite,macd_back,williams_condition1,williams_condition2,williams_condition3,williams_condition4,williams_points,basic_Open_point
1682956800000,330.09,330.66,328.0,328.51,58885.03,1682957699999,19389221.1821,23063,26932.89,8870294.0772,0,0.0,0.0038659401540287416,0.0,329.6551904051627,,0.0,0.0,0.0,,1.0,,326.9951904051627,,,0.005540166204986129,0.003439773522876002,0.00042616663115273924,330.66,False,False,False,False,False,1,False,False,False,False,0,0
1682957700000,328.51,329.29,327.8,328.51,45611.41,1682958599999,14982297.7851,17500,21993.28,7224571.497,0,0.0038659401540287416,0.005540166204986129,0.0,328.29,,0.0,0.0,0.0,,0.8375137645658348,,326.8,,,0.003439773522876002,0.00042616663115273924,-0.0005479285257678817,329.29,False,False,False,False,False,1,False,False,False,False,0,0
1682958600000,328.51,329.8,328.51,329.78,29476.78,1682959499999,9698428.956,12294,17349.17,5708375.0232,0,0.0016677785190127097,-0.0004245254412031851,-0.0,328.80385105221666,,0.10131054131051087,0.020262108262102174,0.1620968660968174,,0.6389578848675007,,327.51385105221664,,,-0.003426526775426028,-0.004396870641033382,-0.002243920189216909,329.9013105413105,True,False,False,False,False,0,False,False,False,False,0,0
1682959500000,329.78,330.33,329.13,330.33,30746.2,1682960399999,10141089.2994,12030,16787.02,5537356.823,0,-0.0020888202706384456,-0.00508582326764147,-0.0,329.331665001665,,0.22340500482948755,0.06089068757557925,0.3250286345078166,,0.7498379824608087,,328.131665001665,,,-0.006054551509096964,-0.0039051857233674317,-0.005933460478914963,330.5534050048295,True,False,True,False,False,0,False,False,False,False,0,0
1682960400000,330.32,330.59,329.5,329.64,23293.81,1682961299999,7689796.1053,9558,12227.38,4036802.7882,0,-0.0030032763014197585,-0.003974032277636216,0.0,329.5879371435505,,0.26147439926938887,0.10100742991434118,0.32093393871009535,,0.6636325363346203,,328.49793714355053,,,-0.001820167455405794,-0.0038526877806090943,-0.0022145370707437246,330.85147439926936,True,True,True,False,False,0,False,False,False,False,0,0
1682961300000,329.63,329.93,328.56,328.65,15711.76,1682962199999,5172796.221,7662,7492.3,2467025.1666,0,-0.0009736802069070233,0.0011866727521680914,0.0,328.92701810436637,,0.20934672369645568,0.12267528867076408,0.1733428700513832,,0.5486416618546465,,327.55701810436636,,,-0.0008519701810435805,0.0007911151681121185,-0.0038642933211622756,330.13934672369646,True,True,False,False,True,0,False,False,False,False,0,0
1682962200000,328.66,329.18,328.33,328.33,21172.54,1682963099999,6960586.9476,8287,11394.79,3746295.6211,0,0.0021624585021168836,0.00012182864800664108,0.0,328.178994913654,,0.14059316906008235,0.12625886474862774,0.02866860862290921,,0.8096814564224141,,327.32899491365396,,,0.0017665153960955166,-0.002893430390156211,-0.0025584016081380777,329.3205931690601,True,True,False,True,True,0,False,False,False,False,0,0
1682963100000,328.34,329.04,328.33,329.04,12210.68,1682963999999,4013702.266,4948,7422.74,2439856.9562,0,-0.0020362265985898855,-0.00039508874300995454,-0.0,328.0421274009239,,0.14176239925603795,0.1293595716501098,0.024805655211856292,,0.5678582802487226,,327.33212740092387,,,-0.005044979333819672,-0.004710673474349657,-0.007658643326039504,329.18176239925606,True,True,False,True,True,0,False,False,False,False,0,0
1682964000000,329.03,329.03,328.28,328.37,15181.69,1682964899999,4988836.4109,5737,9141.1,3003754.0287,0,0.0016444864025337894,-0.0030148917379785277,0.0,328.02799007217465,,0.08761564343512873,0.1210107860071136,-0.06679028514396973,,0.7827257877435695,,327.27799007217465,,,-0.002679903767091986,-0.005633888601273024,-0.004689831592411062,329.1176156434351,False,True,False,True,True,0,False,False,False,False,0,0
1682964900000,328.36,328.92,328.03,328.91,12272.03,1682965799999,4030856.4085,5245,7151.66,2349101.7547,0,-0.004651728436350459,-0.004317290444194509,-0.0,327.9216721899608,,0.08727142570154456,0.1142629139459998,-0.053982976488910484,,0.7209810778742911,,327.0316721899608,,,-0.007266425465933061,-0.006323918397130038,-0.0080873187194066,329.00727142570156,False,False,False,True,True,0,False,False,False,False,0,0
1682965800000,328.91,329.06,327.24,327.38,27839.52,1682966699999,9132878.3904,11731,10952.22,3593260.9387,0,0.0003360009774574306,-0.002626916732848719,0.0,328.055326531859,,-0.03604408877009746,0.08420151340278036,-0.24049120434575563,,1.3496399209695056,,326.235326531859,,,-0.0016800048872869795,-0.0034516464047895275,-0.003787647382246958,329.0239559112299,False,True,True,True,True,0,False,False,False,False,0,0
