Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Return_1,Return_2,open-close,high-open,williams_r,dif,dea,macd,CCI,volume_change,williams_1,low-open,CCI_HHV,chazhi,Return_3,Return_4,Return_5,high+dif,macd_condition,shifted_condition1,shifted_condition2,deaRewrite,difRewrite,macd_back,williams_condition1,williams_condition2,williams_condition3,williams_condition4,williams_points,basic_Open_point
1581292800000,25.07,25.907,24.031,25.189,1405091.86,1581379199999,35276132.05283,37889,681570.43,17124784.72072,0,0.02048513239906301,0.05010123466592562,-0.0,24.91172428440986,,0.0,0.0,0.0,,1.0,,23.03572428440986,,,0.010599865020445411,0.047441343443566646,-0.037714875540910686,25.907,False,False,False,False,False,1,False,False,False,False,0,0
1581379200000,25.19,25.864,24.25,25.705,1783061.99,1581465599999,44622788.1933,48228,839241.36,21013932.47279,0,0.029021591130130413,-0.009686831355767313,-0.0,24.884035012643455,,0.04116239316239145,0.008232478632478292,0.06585982905982632,,1.1645764907272944,,23.270035012643454,,,0.026415094339622722,-0.05703170589379489,-0.09009920248978795,25.905162393162392,True,False,False,False,False,0,False,False,False,False,0,0
1581465600000,25.705,26.98,25.347,26.451,1311285.47,1581551999999,33885164.31231,43964,594070.81,15360037.39104,0,-0.03761672526558546,-0.0025329855203962107,-0.0,26.00820309251068,,0.1324530158034385,0.033076586066670334,0.19875285947353633,,0.8994860031847188,,24.37520309251068,,,-0.0836263279271105,-0.11576121885751016,-0.11337945635325691,27.11245301580344,True,False,True,False,False,0,False,False,False,False,0,0
1581552000000,26.452,27.397,24.58,25.456,1451755.42,1581638399999,37507469.18219,53369,632990.22,16354203.04796,0,0.0364550597108737,-0.04780798240100561,0.0,26.357873664362035,,0.12309435245037648,0.05108013934341157,0.1440284262139298,,0.9972244255929121,,23.540873664362035,,,-0.08119893148962917,-0.07872407291011933,-0.053504085480829605,27.520094352450375,True,True,True,False,False,0,False,False,False,False,0,0
1581638400000,25.455,26.697,25.043,26.384,1271237.03,1581724799999,32817983.42742,48905,578046.04,14918441.97979,0,-0.08129927228623407,-0.11351576713159495,-0.0,25.732210733778047,,0.18838777173273158,0.07854166582127559,0.219692211822912,,0.9117539583512249,,24.078210733778047,,,-0.111127956337174,-0.08679502728926619,-0.15225136446331108,26.88538777173273,True,False,False,False,False,0,False,False,False,False,0,0
1581724800000,26.373,26.6,23.25,24.239,1601280.92,1581811199999,40571935.40173,45517,670389.14,16994292.50519,0,-0.035067453277775544,-0.0324683361524815,0.0,25.51196006435909,,0.06628560425614083,0.07609045350824864,-0.019609698504215622,,1.0943108688326795,,22.16196006435909,,,-0.005982094970914624,-0.0772309088658773,-0.08449193448574618,26.666285604256142,False,True,True,True,True,0,False,False,False,False,0,0
1581811200000,24.225,25.302,21.78,23.389,1775025.82,1581897599999,42055798.35577,59544,762628.69,18085622.29304,0,0.0026935739022618493,0.0301423746205482,0.0,24.2662567018684,,-0.09794014637943604,0.0412843335307117,-0.2784489598202955,,1.1326140583924953,,20.7442567018684,,,-0.043695754414468276,-0.051220659284278956,-0.05045106674077557,25.204059853620564,False,True,False,True,True,0,False,False,False,False,0,0
1581897600000,23.355,23.623,21.519,23.452,2036473.78,1581983999999,45872599.54061,73281,937048.6,21101331.18952,0,0.02737506396042979,-0.046264710898857274,-0.0,22.627136107794644,,-0.2204652769756379,-0.01106558857055822,-0.41879937681015933,,1.1815093663271958,,20.52313610779464,,,-0.053769401330377053,-0.053001876172607966,-0.06157257376769583,23.402534723024363,False,True,False,True,True,0,False,False,False,False,0,0
1581984000000,23.462,24.519,22.726,24.094,1293664.26,1582070399999,30546919.66474,46710,587059.35,13875199.31518,0,-0.07167759608201213,-0.0789823192496058,-0.0,23.545230596829086,,-0.26273464964245363,-0.0613994007849373,-0.40267049771503266,,0.8186185013237125,,21.752230596829087,,,-0.0782352452892837,-0.08657757117954686,-0.050884037519714556,24.256265350357545,False,False,False,True,True,0,False,False,False,False,0,0
1582070400000,24.107,24.392,21.391,22.367,1411342.31,1582156799999,33379978.3509,44960,595106.2,14115267.03162,0,-0.0078687351902357,-0.007063978182143392,0.0,23.31420682255108,,-0.4306239342145446,-0.13524430747085875,-0.5907592534873717,,0.9260886029359372,,20.313206822551077,,,-0.01605043143917386,0.02239907005856832,-0.011490141726650934,23.961376065785455,False,True,True,True,True,0,False,False,False,False,0,0
